date,POWER
9/3/2021,7250.819329337858
9/4/2021,0.0
9/5/2021,9255.877294733411
9/6/2021,9717.771903969464
9/7/2021,0.0
9/8/2021,0.0
9/9/2021,0.0
9/10/2021,5874.244225556604
9/11/2021,7012.135957698175
9/12/2021,7050.039844899826
9/13/2021,7151.228009966222
9/14/2021,7146.06101329085
9/15/2021,7228.45327903268
9/16/2021,7216.47493860009
9/17/2021,6930.7989330507135
9/18/2021,6949.281855946364
9/19/2021,7060.753405409043
9/20/2021,7197.467280755535
9/21/2021,7154.467426990038
9/22/2021,7148.768592354609
9/23/2021,7158.968072431651
9/24/2021,7261.01437003293
9/25/2021,7376.167498963679
9/26/2021,7437.803878241003
9/27/2021,7525.733829052737
9/28/2021,7537.0910999476655
9/29/2021,5894.478484639585
9/30/2021,5511.690332579954
10/1/2021,6212.636116251941
10/2/2021,6186.053984889455
10/3/2021,6257.565769359981
10/4/2021,6236.894009183814
10/5/2021,6216.573626090606
10/6/2021,6182.6531963310135
10/7/2021,6191.601214630594
10/8/2021,5910.6995424213055
10/9/2021,0.0
10/10/2021,0.0
10/11/2021,0.0
10/12/2021,0.0
10/13/2021,0.0
10/14/2021,0.0
10/15/2021,0.0
10/16/2021,9047.540650367131
10/17/2021,9657.782091464971
10/18/2021,9701.503344800662
10/19/2021,9710.270236315848
10/20/2021,9692.254336403486
10/21/2021,9657.224505089485
10/22/2021,9626.824949170634
10/23/2021,9660.311207373517
10/24/2021,7312.097006551972
10/25/2021,0.0
10/26/2021,0.0
10/27/2021,9724.1903624223
10/28/2021,9689.096160069728
10/29/2021,9698.503210465049
10/30/2021,9715.634341550707
10/31/2021,9680.195199219033
11/1/2021,9618.003897195407
11/2/2021,9575.361413678529
11/3/2021,9540.795941718634
11/4/2021,9575.719671803541
11/5/2021,9577.855014531313
11/6/2021,9576.566705883499
11/7/2021,6566.030898316316
11/8/2021,6203.8155082149115
11/9/2021,6181.339139267769
11/10/2021,6213.871596254309
11/11/2021,6180.701644016816
11/12/2021,6188.667005117244
11/13/2021,6180.217751382041
11/14/2021,6160.472046284904
11/15/2021,6921.931711502994
11/16/2021,9470.183132097118
11/17/2021,8042.4521419943085
11/18/2021,0.0
11/19/2021,0.0
11/20/2021,9481.766811472538
11/21/2021,9669.477643266044
11/22/2021,9599.593780164072
11/23/2021,9589.45423174363
11/24/2021,9599.587121091115
11/25/2021,9564.894682806866
11/26/2021,9513.825808371932
11/27/2021,9516.973330188961
11/28/2021,9564.483596036407
11/29/2021,7884.743985371498
11/30/2021,0.0
12/1/2021,0.0
12/2/2021,0.0
12/3/2021,8612.66855918503
12/4/2021,9715.379964963802
12/5/2021,9724.02077803103
12/6/2021,9767.18666468222
12/7/2021,9757.280627753424
12/8/2021,9703.454009238463
12/9/2021,9646.304513318642
12/10/2021,9652.801104894157
12/11/2021,9678.626765568884
12/12/2021,9704.001828973614
12/13/2021,9693.21857016746
12/14/2021,9680.695073628904
12/15/2021,9632.097159198705
12/16/2021,9623.29386475136
12/17/2021,9643.764742893367
12/18/2021,9623.46034157525
12/19/2021,9618.304887293001
12/20/2021,9557.126652235023
12/21/2021,9502.65232789058
12/22/2021,9481.254062854954
12/23/2021,9499.069746640449
12/24/2021,9538.293462101909
12/25/2021,9540.959310975144
12/26/2021,9558.672888975321
12/27/2021,9541.780596639674
12/28/2021,9577.985976299442
12/29/2021,9628.27973464234
12/30/2021,9615.711844284078
12/31/2021,9646.26145131353
1/1/2022,9607.391998533312
