date,T_AMB,P_AMB,CMP_SPEED,CDP,GGDP,HPT_IT,CDT,LPT_IT,EXH_T,RH,WAR,POWER,SAMPLE
07/03/2021,6.07681807,0.843618944,4165.254025,4.470757111,1.674624681,998.7930489,144.6713714,666.166121,420.5250079,59.12277441,4.07E-05,13481.25531,data 1
08/03/2021,0.90024631,0.843699152,4186.86092,3.570327368,1.61024967,1084.736893,167.2415093,799.5804419,574.3069429,82.94106698,4.01E-05,7623.343104,data 1
09/03/2021,2.445547399,0.843835471,7190.401252,5.480199373,2.150426242,1096.460936,289.1391689,809.7673144,583.0864187,74.71701506,4.01E-05,7596.320332,data 1
10/03/2021,8.982350248,0.843580369,6004.193825,4.603714539,1.911869819,1132.746371,251.5816528,841.6272075,610.7903437,47.77701484,3.99E-05,7488.218281,data 1
11/03/2021,13.85350366,0.843900437,0,0.843900437,0.843900437,,13.85350366,,,34.33419121,3.99E-05,,data 1
12/03/2021,12.55859531,0.84365731,0,0.84365731,0.84365731,,12.55859531,,,37.39647848,3.98E-05,,data 1
13/03/2021,6.001382907,0.843962659,0,0.843962659,0.843962659,,6.001382907,,,58.79316948,4.02E-05,,data 1
14/03/2021,0.969951161,0.844152115,0,0.844152115,0.844152115,,0.969951161,,,82.47896742,4.01E-05,,data 1
15/03/2021,2.308882609,0.843461179,0,0.843461179,0.843461179,,2.308882609,,,75.05950923,3.99E-05,,data 1
16/03/2021,8.901350484,0.843655405,0,0.843655405,0.843655405,,8.901350484,,,47.95687671,3.98E-05,,data 1
17/03/2021,13.98711748,0.843643269,0,0.843643269,0.843643269,,13.98711748,,,34.04468257,3.99E-05,,data 1
18/03/2021,12.49151807,0.844239947,0,0.844239947,0.844239947,,12.49151807,,,37.69266319,3.99E-05,,data 1
19/03/2021,6.128451371,0.843457672,0,0.843457672,0.843457672,,6.128451371,,,58.13811471,4.00E-05,,data 1
20/03/2021,0.875224771,0.843562458,0,0.843562458,0.843562458,,0.875224771,,,83.24239213,4.02E-05,,data 1
21/03/2021,2.360261777,0.843792127,0,0.843792127,0.843792127,,2.360261777,,,74.87325003,4.00E-05,,data 1
22/03/2021,8.787789628,0.84362294,0,0.84362294,0.84362294,,8.787789628,,,48.71953868,4.02E-05,,data 1
23/03/2021,13.92820916,0.843871827,0,0.843871827,0.843871827,,13.92820916,,,33.99814297,3.97E-05,,data 1
24/03/2021,12.60954612,0.844131713,0,0.844131713,0.844131713,,12.60954612,,,37.52396272,4.01E-05,,data 1
25/03/2021,6.022046995,0.843660771,0,0.843660771,0.843660771,,6.022046995,,,58.52076293,4.01E-05,,data 1
26/03/2021,0.975287443,0.843940403,0,0.843940403,0.843940403,,0.975287443,,,82.48958748,4.02E-05,,data 1
27/03/2021,2.280589263,0.84375673,0,0.84375673,0.84375673,,2.280589263,,,74.77052763,3.97E-05,,data 1
28/03/2021,8.807860878,0.84367379,0,0.84367379,0.84367379,,8.807860878,,,48.8681896,4.04E-05,,data 1
29/03/2021,13.75596656,0.843931924,0,0.843931924,0.843931924,,13.75596656,,,34.70772061,4.01E-05,,data 1
30/03/2021,12.3962245,0.844063078,0,0.844063078,0.844063078,,12.3962245,,,38.14708543,4.02E-05,,data 1
31/03/2021,5.975527762,0.843452754,0,0.843452754,0.843452754,,5.975527762,,,58.61998536,4.00E-05,,data 1
01/04/2021,0.942557159,0.844294995,0,0.844294995,0.844294995,,0.942557159,,,82.12824085,3.98E-05,,data 1
02/04/2021,2.365361268,0.84381264,0,0.84381264,0.84381264,,2.365361268,,,74.80649654,4.00E-05,,data 1
03/04/2021,8.784728916,0.843825047,0,0.843825047,0.843825047,,8.784728916,,,48.60624347,4.00E-05,,data 1
04/04/2021,13.92731318,0.843934519,0,0.843934519,0.843934519,,13.92731318,,,34.69952587,4.05E-05,,data 1
05/04/2021,12.4240284,0.844111206,0,0.844111206,0.844111206,,12.4240284,,,37.50194375,3.95E-05,,data 1
06/04/2021,6.042818389,0.843434443,0,0.843434443,0.843434443,,6.042818389,,,58.13565441,3.99E-05,,data 1
07/04/2021,0.908681351,0.843693616,0,0.843693616,0.843693616,,0.908681351,,,82.54517196,3.99E-05,,data 1
08/04/2021,2.209940835,0.84403851,0,0.84403851,0.84403851,,2.209940835,,,75.64970094,4.00E-05,,data 1
09/04/2021,8.73421598,0.843515903,0,0.843515903,0.843515903,,8.73421598,,,48.63230838,3.99E-05,,data 1
10/04/2021,13.87533515,0.843876263,0,0.843876263,0.843876263,,13.87533515,,,34.14959939,3.97E-05,,data 1
11/04/2021,12.51153966,0.843339108,0,0.843339108,0.843339108,,12.51153966,,,37.71377491,4.00E-05,,data 1
12/04/2021,5.878561237,0.843573467,0,0.843573467,0.843573467,,5.878561237,,,59.15285102,4.01E-05,,data 1
13/04/2021,0.831750879,0.843718485,0,0.843718485,0.843718485,,0.831750879,,,82.79161919,3.99E-05,,data 1
14/04/2021,2.305372813,0.844225877,0,0.844225877,0.844225877,,2.305372813,,,74.78176886,3.97E-05,,data 1
15/04/2021,8.704132548,0.843944764,0,0.843944764,0.843944764,,8.704132548,,,48.86454508,4.01E-05,,data 1
16/04/2021,13.70470115,0.843772402,0,0.843772402,0.843772402,,13.70470115,,,35.03229254,4.03E-05,,data 1
17/04/2021,12.41855375,0.843556032,0,0.843556032,0.843556032,,12.41855375,,,37.95558382,4.01E-05,,data 1
18/04/2021,5.903385156,0.843843293,0,0.843843293,0.843843293,,5.903385156,,,58.8314858,3.99E-05,,data 1
19/04/2021,0.751743307,0.843692454,0,0.843692454,0.843692454,,0.751743307,,,83.45239126,3.99E-05,,data 1
20/04/2021,2.190975655,0.84373251,0,0.84373251,0.84373251,,2.190975655,,,75.02280625,3.96E-05,,data 1
21/04/2021,8.719359268,0.843626378,0,0.843626378,0.843626378,,8.719359268,,,48.40768394,3.98E-05,,data 1
22/04/2021,13.87249544,0.84379048,0,0.84379048,0.84379048,,13.87249544,,,34.0107653,3.96E-05,,data 1
23/04/2021,12.46013987,0.843964699,0,0.843964699,0.843964699,,12.46013987,,,37.52084076,3.97E-05,,data 1
24/04/2021,5.877350804,0.844109475,0,0.844109475,0.844109475,,5.877350804,,,58.82006807,3.98E-05,,data 1
25/04/2021,0.869231416,0.8438899,0,0.8438899,0.8438899,,0.869231416,,,82.1822973,3.96E-05,,data 1
26/04/2021,2.11831674,0.843419116,0,0.843419116,0.843419116,,2.11831674,,,75.69627605,3.98E-05,,data 1
27/04/2021,8.739165823,0.843692683,0,0.843692683,0.843692683,,8.739165823,,,48.72680274,4.00E-05,,data 1
28/04/2021,13.68822054,0.843954319,0,0.843954319,0.843954319,,13.68822054,,,34.76533321,4.00E-05,,data 1
29/04/2021,12.37632436,0.843653262,0,0.843653262,0.843653262,,12.37632436,,,37.8238429,3.98E-05,,data 1
30/04/2021,5.831655592,0.843929552,0,0.843929552,0.843929552,,5.831655592,,,58.98957418,3.98E-05,,data 1
01/05/2021,0.73170092,0.843553184,0,0.843553184,0.843553184,,0.73170092,,,83.48220515,3.98E-05,,data 1
02/05/2021,2.174942468,0.844203004,0,0.844203004,0.844203004,,2.174942468,,,75.32813271,3.97E-05,,data 1
03/05/2021,8.737505434,0.843508639,0,0.843508639,0.843508639,,8.737505434,,,48.43414961,3.98E-05,,data 1
04/05/2021,13.76507502,0.843848801,0,0.843848801,0.843848801,,13.76507502,,,34.2212499,3.95E-05,,data 1
05/05/2021,12.43701249,0.843884911,0,0.843884911,0.843884911,,12.43701249,,,37.72715013,3.98E-05,,data 1
06/05/2021,5.922046241,0.843584965,0,0.843584965,0.843584965,,5.922046241,,,58.20461192,3.96E-05,,data 1
07/05/2021,0.815022643,0.84372691,0,0.84372691,0.84372691,,0.815022643,,,82.75185073,3.98E-05,,data 1
08/05/2021,2.07870224,0.843622334,0,0.843622334,0.843622334,,2.07870224,,,76.29814021,3.99E-05,,data 1
09/05/2021,8.620887375,0.84388572,0,0.84388572,0.84388572,,8.620887375,,,48.08785299,3.92E-05,,data 1
10/05/2021,13.84423361,0.843717064,0,0.843717064,0.843717064,,13.84423361,,,34.08229278,3.96E-05,,data 1
11/05/2021,12.28661295,0.843181367,3934.762259,3.114798412,1.517124576,1177.34402,177.2790668,894.4998135,666.8099158,38.06270637,3.98E-05,6533.761589,data 1
12/05/2021,5.9319236,0.844070039,6618.294823,4.699777034,1.991700154,1152.965924,282.6420739,876.2557738,653.2368735,58.4592794,3.97E-05,6412.414273,data 1
13/05/2021,0.784226059,0.843782397,6672.081928,4.864730392,2.025940378,1118.708737,275.6065494,843.8864134,623.3321661,82.50012826,3.96E-05,6623.277779,data 1
14/05/2021,2.226281164,0.843922358,6779.732241,4.963843503,2.046702772,1121.738808,280.4024065,843.5626832,620.8633111,74.77018551,3.96E-05,6802.410973,data 1
15/05/2021,8.708238274,0.843654065,6839.440529,4.896211255,2.032402038,1157.598921,292.1934184,874.1137414,646.7983105,48.47931015,3.98E-05,6773.792213,data 1
16/05/2021,13.69987715,0.843418218,6897.243209,4.86109079,2.02482636,1184.620261,301.4904054,896.8297329,665.8544608,34.41821983,3.97E-05,6774.63265,data 1
17/05/2021,12.33500805,0.84434943,6950.617566,4.957252445,2.045864548,1173.899047,300.5634081,885.6706475,654.853779,37.65852608,3.94E-05,6916.20309,data 1
18/05/2021,5.891025874,0.843653855,6958.542151,5.09776659,2.073793543,1135.131541,290.275294,850.7472731,623.7923873,58.92891419,3.99E-05,7069.077906,data 1
19/05/2021,0.767207638,0.843301698,6949.012037,5.198506876,2.093716081,1104.793978,281.6927138,823.8684717,600.219377,82.6619951,3.96E-05,7164.087708,data 1
20/05/2021,2.17645571,0.843401687,6887.05641,5.089306925,2.071791602,1117.742993,282.7821267,837.1373218,613.1425581,75.61098649,3.99E-05,7013.637346,data 1
21/05/2021,8.684257565,0.843598854,6913.929777,4.984430711,2.050543711,1156.275622,294.0800687,870.8798107,642.4672314,48.71046913,3.99E-05,6926.295176,data 1
22/05/2021,13.73902466,0.843839575,6899.98343,4.864365564,2.026007991,1188.273102,301.9343567,900.0777697,668.715603,34.01717029,3.92E-05,6792.240207,data 1
23/05/2021,12.28783208,0.843646018,6930.735208,4.930622712,2.03924321,1177.41789,300.1558343,889.5498882,658.8255948,37.5469456,3.93E-05,6880.782635,data 1
24/05/2021,5.933365785,0.843470775,7149.79497,5.33368464,2.120994165,1126.677679,294.6173187,837.9937263,608.8467988,58.375894,3.96E-05,7450.460867,data 1
25/05/2021,0.733051502,0.843792895,7122.40244,5.422511542,2.13903329,1096.55138,285.3489641,811.9354675,586.4612254,82.96444849,3.96E-05,7518.381262,data 1
26/05/2021,2.26490748,0.843876148,7122.258813,5.387033048,2.132105066,1105.415877,287.808614,819.8721704,593.4747578,75.02647823,3.98E-05,7480.774446,data 1
27/05/2021,8.685874967,0.843447762,592.8816452,1.215293883,0.949466949,1123.789744,32.62646077,836.5027146,608.2975733,48.5364703,3.98E-05,7391.796803,data 1
28/05/2021,13.70201737,0.843732058,0,0.843732058,0.843732058,,13.70201737,,,34.40537307,3.96E-05,,data 1
29/05/2021,12.29152838,0.843775054,0,0.843775054,0.843775054,,12.29152838,,,38.05266622,3.98E-05,,data 1
30/05/2021,5.781979286,0.843402909,0,0.843402909,0.843402909,,5.781979286,,,59.12391769,3.98E-05,,data 1
31/05/2021,0.835546747,0.844028774,8166.933762,6.864933656,2.4071129,1042.610365,303.967122,739.4787897,506.1842891,82.09710253,3.95E-05,9680.141405,data 1
01/06/2021,2.138679353,0.843810923,8112.268478,6.746273118,2.385874247,1053.400733,305.599889,749.9395238,515.89946,75.4021843,3.97E-05,9530.226427,data 1
02/06/2021,8.655269743,0.843435463,8116.180284,6.554534895,2.351225213,1092.138578,317.2894596,783.5043883,544.6400248,48.94061078,4.00E-05,9360.759021,data 1
03/06/2021,13.69222653,0.843342497,8276.64203,6.634173137,2.365218798,1114.720299,328.9795245,799.4330012,555.7761105,34.62339775,3.98E-05,9568.068751,data 1
04/06/2021,12.28610643,0.843811711,2775.290116,2.797873776,1.355415984,1112.563814,117.6869149,796.3613884,552.3125363,38.03343163,3.98E-05,9677.204627,data 1
05/06/2021,5.873252193,0.843644793,0,0.843644793,0.843644793,,5.873252193,,,58.43692027,3.96E-05,,data 1
06/06/2021,0.736860738,0.84372802,7492.140406,7.623126475,2.376593047,964.9792854,245.7080535,638.3510284,397.8898973,83.09924609,3.97E-05,13804.7131,data 1
07/06/2021,2.2282105,0.843675162,9967.489994,9.755418765,2.868789059,976.6852894,330.4171464,648.4963535,406.4873903,75.47880928,3.99E-05,13691.89563,data 1
08/06/2021,8.600776725,0.843819192,9858.873792,9.281515049,2.79851687,1016.404983,341.402901,683.602859,436.6899461,48.32545821,3.94E-05,13219.43904,data 1
09/06/2021,13.78435272,0.843635975,9855.305785,9.052811633,2.763556974,1046.145559,351.2130429,708.7168684,457.5905752,34.05495396,3.94E-05,13035.30518,data 1
10/06/2021,12.27579258,0.843620535,9784.423968,8.995514546,2.754760934,1040.784262,347.4958526,705.5642019,455.8683571,37.80242181,3.95E-05,12924.10952,data 1
11/06/2021,5.735585507,0.843937075,9710.386386,9.151342704,2.778989656,1008.310741,334.4882902,679.558036,435.1472711,59.55475605,3.99E-05,12991.23191,data 1
12/06/2021,0.791058966,0.843627478,9686.282899,9.323579347,2.804568292,981.6392427,324.8390706,657.5912311,417.2284055,82.23426882,3.95E-05,13101.39126,data 1
13/06/2021,2.118233287,0.843650202,9670.520173,9.237415518,2.791612792,988.985183,327.0186198,664.0847964,422.8208929,75.36275161,3.96E-05,13012.46798,data 1
14/06/2021,8.622821323,0.843644924,9664.596484,8.951131252,2.747949859,1025.194957,339.1429323,694.6748465,448.2973393,48.51677548,3.95E-05,12773.32111,data 1
15/06/2021,13.68726878,0.843715663,9625.073671,8.683266574,2.706684121,1056.02768,348.3655231,721.3494258,470.9413833,34.4300743,3.96E-05,12523.81538,data 1
16/06/2021,12.3576736,0.843953952,9722.035844,8.899581177,2.740526181,1044.907875,347.112527,710.1530218,460.4198339,37.9502535,3.99E-05,12794.00819,data 1
17/06/2021,5.887282822,0.844156918,9829.159844,9.355617119,2.810233676,1004.677363,336.1327831,674.4318624,429.5370015,58.40455315,3.95E-05,13263.85694,data 1
18/06/2021,0.589743928,0.843767712,9804.308692,9.542819836,2.837504761,976.8332074,325.8494627,651.5734886,410.9524049,83.75303839,3.95E-05,13391.32829,data 1
19/06/2021,2.19641903,0.843722636,9944.000472,9.712343674,2.862563572,980.4297023,330.369921,652.2562003,409.9962049,75.19265989,3.97E-05,13657.53209,data 1
20/06/2021,8.621420868,0.843931192,9887.023086,9.324752309,2.805187199,1018.513746,342.0016064,685.1335603,437.8012212,48.72962007,3.98E-05,13302.89457,data 1
21/06/2021,13.73790063,0.843695614,9914.009224,9.145093154,2.777709117,1045.989341,352.0127913,707.7144502,456.1854789,34.56479209,3.99E-05,13185.27336,data 1
22/06/2021,12.33612991,0.843962368,9908.800014,9.197055339,2.786023717,1039.001859,349.3999799,701.9380093,451.4588991,37.62199596,3.95E-05,13230.08291,data 1
23/06/2021,5.894470029,0.844084849,9897.189938,9.456659622,2.825237967,1003.722213,337.0944329,672.5222499,427.2315145,58.41360338,3.96E-05,13431.06746,data 1
24/06/2021,0.66019495,0.843671279,9951.849772,9.789191025,2.873801515,972.7633273,327.7450681,645.6784542,404.4624955,83.54830915,3.97E-05,13741.18155,data 1
25/06/2021,2.081393824,0.843351642,9941.999517,9.702591553,2.860511455,982.1707819,330.5525658,653.6996099,411.1781268,76.00752297,3.99E-05,13671.12182,data 1
26/06/2021,8.63373781,0.84354436,9923.449894,9.373256145,2.811860219,1020.241172,342.9748328,685.9000772,437.9870476,48.25121912,3.94E-05,13405.39755,data 1
27/06/2021,13.67015023,0.843710301,9923.241812,9.15501533,2.779231877,1048.972354,352.5879111,710.0545932,458.0165849,34.40179804,3.95E-05,13237.13016,data 1
28/06/2021,12.34315855,0.843954086,9906.686348,9.183193294,2.783910858,1042.521678,349.8265376,705.038299,454.1230732,37.85499781,3.97E-05,13247.89538,data 1
29/06/2021,5.820766131,0.843579039,9887.294013,9.426447308,2.819879738,1007.01868,337.2814045,675.5580416,429.9201794,58.58900299,3.95E-05,13426.39859,data 1
30/06/2021,0.806922879,0.843751665,9923.087431,9.716700379,2.863289071,978.4251758,328.2362464,650.9958523,409.2268346,82.85255911,3.98E-05,13698.09158,data 1
01/07/2021,2.079501095,0.843409008,9903.648987,9.613000191,2.847388351,986.9710413,330.5224406,658.5281019,415.6921833,75.6337726,3.97E-05,13605.36538,data 1
02/07/2021,8.708286143,0.843500905,9922.97428,9.347231225,2.807873949,1024.374103,343.6234903,689.4588988,440.9928187,48.18122132,3.95E-05,13427.74735,data 1
03/07/2021,13.78691059,0.843722638,9911.879417,9.113255425,2.772912209,1054.21644,353.3251966,714.6781542,461.9933494,34.24393161,3.96E-05,13238.01882,data 1
04/07/2021,12.28755935,0.843865976,9930.234444,9.209919091,2.787772874,1045.234055,350.7333797,706.7882343,455.2271549,37.90099292,3.96E-05,13335.8888,data 1
