date,POWER
5/19/2021,0.0
5/20/2021,7221.9065224409005
5/21/2021,14651.31835116947
5/22/2021,14436.617408810396
5/23/2021,14613.456638096537
5/24/2021,14672.331721788261
5/25/2021,14889.393527479206
5/26/2021,14985.598486283803
5/27/2021,14921.597692169033
5/28/2021,14828.379549554134
5/29/2021,14784.098490151973
5/30/2021,14907.045398069993
5/31/2021,14944.876035469133
6/1/2021,15002.235514156153
6/2/2021,14948.708109986
6/3/2021,14854.809854053232
6/4/2021,14847.617167384757
6/5/2021,14928.011711239897
6/6/2021,15004.51735648895
6/7/2021,14844.109167751729
6/8/2021,14589.69173853248
6/9/2021,14332.090384564046
6/10/2021,14465.210580205483
6/11/2021,14632.164193719891
6/12/2021,14883.526440267096
6/13/2021,14903.712310086601
6/14/2021,14839.859791329642
6/15/2021,14748.121738663682
6/16/2021,14682.108128763522
6/17/2021,14692.12071085961
6/18/2021,14710.376337398375
6/19/2021,10069.183170169457
6/20/2021,0.0
6/21/2021,0.0
6/22/2021,14247.541467060984
6/23/2021,16253.639579652207
6/24/2021,16163.141890308782
6/25/2021,15967.597769028467
6/26/2021,15895.703753770287
6/27/2021,15848.00614600369
6/28/2021,15810.163966211428
6/29/2021,15989.464388861972
6/30/2021,16045.023254221791
7/1/2021,16002.61383825836
7/2/2021,15873.710167612428
7/3/2021,15807.54029146691
7/4/2021,15790.327031814799
7/5/2021,15886.382827385192
7/6/2021,15887.124204174252
7/7/2021,15986.886883689946
7/8/2021,15961.169543935297
7/9/2021,0.0
7/10/2021,6619.679053676065
7/11/2021,7899.635004314881
7/12/2021,8272.490261184794
7/13/2021,8423.67341418748
7/14/2021,8229.16278102988
7/15/2021,7769.82481187059
7/16/2021,7844.034408764541
7/17/2021,7909.055372856114
7/18/2021,8169.453981404112
7/19/2021,8321.55519859828
7/20/2021,7840.819852279759
7/21/2021,7147.612133351315
7/22/2021,7187.612296719398
7/23/2021,7349.940962097023
7/24/2021,7538.855754280908
7/25/2021,7644.9472167336335
7/26/2021,7710.5066778582195
7/27/2021,7943.739820252817
7/28/2021,8562.586115423921
7/29/2021,8764.459019641268
7/30/2021,8841.096070596646
7/31/2021,8667.648973074101
8/1/2021,8421.811537389085
8/2/2021,7692.0313019119185
8/3/2021,5916.18750641314
8/4/2021,0.0
8/5/2021,0.0
8/6/2021,0.0
8/7/2021,9165.742302896968
8/8/2021,9514.873058578754
8/9/2021,9483.408938863395
8/10/2021,9659.76161188558
8/11/2021,9964.594882451915
8/12/2021,9910.591132596335
8/13/2021,9625.981022658056
8/14/2021,9264.961602059484
8/15/2021,9569.52407032562
8/16/2021,10132.79019110345
8/17/2021,10426.485496244197
8/18/2021,10218.333530167885
8/19/2021,10054.846186095983
8/20/2021,6110.755851536356
8/21/2021,0.0
8/22/2021,0.0
8/23/2021,0.0
8/24/2021,4812.4912237442295
8/25/2021,4960.096900786051
8/26/2021,5171.142234061583
8/27/2021,6052.919139287515
8/28/2021,6524.708243059244
8/29/2021,5037.977422631343
8/30/2021,0.0
8/31/2021,0.0
9/1/2021,11216.323466770005
9/2/2021,12093.977739929107
9/3/2021,9610.125326012501
9/4/2021,0.0
9/5/2021,15597.87982339705
9/6/2021,16160.1222226925
9/7/2021,0.0
9/8/2021,0.0
9/9/2021,0.0
9/10/2021,4587.599680072053
9/11/2021,5739.2399562069195
9/12/2021,5639.159194973045
9/13/2021,5842.93836980849
9/14/2021,5912.332347110027
9/15/2021,6394.1193830173415
9/16/2021,6502.205459789377
9/17/2021,5443.424180268003
9/18/2021,5262.839666382515
9/19/2021,5455.669549526114
9/20/2021,5997.255504513195
9/21/2021,6086.116837662323
9/22/2021,6179.662828635737
9/23/2021,6130.230088426002
9/24/2021,6223.376756991178
9/25/2021,6459.451991723238
9/26/2021,6752.972385214349
9/27/2021,7279.061345619085
9/28/2021,7449.94470005371
9/29/2021,4939.903705986296
9/30/2021,5038.414479786331
10/1/2021,4037.975558120229
10/2/2021,4054.4694159240325
10/3/2021,4067.0401918805746
10/4/2021,4090.5216369058207
10/5/2021,4086.7279630429975
10/6/2021,4064.7075186242173
10/7/2021,4046.9522104335183
10/8/2021,4478.300320207501
10/9/2021,0.0
10/10/2021,0.0
10/11/2021,0.0
10/12/2021,0.0
10/13/2021,0.0
10/14/2021,0.0
10/15/2021,0.0
10/16/2021,15236.166971334698
10/17/2021,16014.337358165847
10/18/2021,15993.72708342997
10/19/2021,15927.68062210323
10/20/2021,15941.12662221524
10/21/2021,15985.17239437297
10/22/2021,15990.210205033003
10/23/2021,16046.230766117746
10/24/2021,12512.970161803014
10/25/2021,0.0
10/26/2021,0.0
10/27/2021,16216.57251595198
10/28/2021,16179.627091317743
10/29/2021,16154.336820108649
10/30/2021,16042.55140634066
10/31/2021,15819.800088716423
11/1/2021,15694.635265565981
11/2/2021,15704.123112713165
11/3/2021,15706.545239516227
11/4/2021,15762.8312756428
11/5/2021,15611.16245425255
11/6/2021,15510.593582971029
11/7/2021,7519.067653085953
11/8/2021,4088.961194143218
11/9/2021,4114.401294493814
11/10/2021,4092.528903463747
11/11/2021,4070.288487668332
11/12/2021,4057.2868696915602
11/13/2021,4083.1855581997006
11/14/2021,4123.474059426763
11/15/2021,5645.093094883809
11/16/2021,15425.74101174119
11/17/2021,13316.247917306075
11/18/2021,0.0
11/19/2021,0.0
11/20/2021,15776.210685025255
11/21/2021,16096.565366774772
11/22/2021,15806.099268079312
11/23/2021,15621.669583500143
11/24/2021,15545.685121694418
11/25/2021,15500.905075758781
11/26/2021,15492.18080231051
11/27/2021,15615.824693197887
11/28/2021,15693.975573405178
11/29/2021,13181.433653504726
11/30/2021,0.0
12/1/2021,0.0
12/2/2021,0.0
12/3/2021,14575.439546654641
12/4/2021,16174.540447456035
12/5/2021,16027.627979908893
12/6/2021,16061.287374008625
12/7/2021,16081.07991458555
12/8/2021,16065.071503200212
12/9/2021,15982.111884442562
12/10/2021,15945.709840161504
12/11/2021,15867.283718272047
12/12/2021,15839.259675645568
12/13/2021,15877.713602273354
12/14/2021,16002.663559336428
12/15/2021,15946.986606416196
12/16/2021,15854.608394870102
12/17/2021,15766.095109267453
12/18/2021,15589.593273011064
12/19/2021,15621.502662738056
12/20/2021,15590.529982606822
12/21/2021,15524.893720174148
12/22/2021,15394.383881131318
12/23/2021,15290.227101341303
12/24/2021,15303.745907317629
12/25/2021,15358.9664917713
12/26/2021,15564.582682866105
12/27/2021,15628.681143384225
12/28/2021,15680.717803088712
12/29/2021,15671.43239175938
12/30/2021,15522.009009769768
12/31/2021,15671.584218622767
1/1/2022,15670.511663938714
